MGI.symbol,HGNC.symbol
Gm23303,RNU1-36P
Gm23303,RNU1-34P
Gm25366,RNU4-77P
Gm22128,SNORD116-9
Gm22128,SNORD116-7
Gm22128,SNORD116-1
Gm22128,SNORD116-8
Gm22128,SNORD116-4
Gm22128,SNORD116-2
Gm22128,SNORD116-6
Gm22128,SNORD116-5
Gm22128,SNORD116-3
Nfia,NFIA
Eif5,EIF5
Atxn2,ATXN2
Gm23645,RNU6-713P
Gm23645,RNU6-345P
Gm23035,RNU6-508P
Tex46,TEX46
Map3k12,MAP3K12
Rnu11,RNU11
Gm26139,RNU6-1005P
Gm26139,RNU6-1181P
Gm25820,SCARNA4
Hoxa3,HOXA3
Ngrn,NGRN
Gm24457,RNU6-1099P
Atp5g1,ATP5MC1
Galnt6,GALNT6
Tiparp,TIPARP
Gtf2h5,GTF2H5
Arpin,C15orf38-AP3S2
Arpin,ARPIN
Rab25,RAB25
Rps26,RPS26
n-R5s120,RNA5S7
Lhx5,LHX5
Slc35b4,SLC35B4
Gm26922,SNORD114-27
Kdm1a,KDM1A
Pias1,PIAS1
Atp6v1e2,ATP6V1E2
Klhl6,KLHL6
Snord1b,SNORD1C
Spata7,SPATA7
Gm24468,RNU6-766P
Psma4,PSMA4
Gm22203,RNU7-48P
Gm22154,SNORA55
Tspan3,TSPAN3
Lamtor5,LAMTOR5
Gm23442,SNORA38B
Gm23442,SNORA38
Gm23113,RNU6-629P
Ighe,IGHE
Klhdc8b,KLHDC8B
Chchd6,CHCHD6
Gm22820,RN7SKP256
Crnn,CRNN
Gm16429,PRAMEF12
Gm16429,PRAMEF1
Gm16429,PRAMEF11
Gm16429,PRAMEF2
Gm16429,PRAMEF6
Gm16429,PRAMEF7
Gm16429,PRAMEF10
Gm16429,PRAMEF4
Gm16429,PRAMEF27
Gm16429,PRAMEF25
Gm16429,PRAMEF26
Gm16429,PRAMEF9
Gm16429,PRAMEF13
Gm16429,PRAMEF18
Gm16429,PRAMEF5
Gm16429,PRAMEF14
Gm16429,PRAMEF15
Gm16429,PRAMEF8
Gm16429,PRAMEF33
Gm16429,PRAMEF19
Gm16429,PRAMEF17
Gm16429,PRAMEF20
Gm21964,TLE7
Cwc22,CWC22
Chtop,CHTOP
Olfr791,OR6C2
Gm25464,RNU6-392P
9430007A20Rik,AADACL4
Ctss,CTSS
Appl1,APPL1
Gm25129,SNORA60
Gm765,MDFIC2
Tmem121,TMEM121
Socs5,SOCS5
Gm23940,RNU6-60P
Gm23940,RNU6-57P
Gm3183,PRAMEF12
Gm3183,PRAMEF1
Gm3183,PRAMEF11
Gm3183,PRAMEF2
Gm3183,PRAMEF6
Gm3183,PRAMEF7
Gm3183,PRAMEF10
Gm3183,PRAMEF4
Gm3183,PRAMEF27
Gm3183,PRAMEF25
Gm3183,PRAMEF26
Gm3183,PRAMEF9
Gm3183,PRAMEF13
Gm3183,PRAMEF18
Gm3183,PRAMEF5
Gm3183,PRAMEF14
Gm3183,PRAMEF15
Gm3183,PRAMEF8
Gm3183,PRAMEF33
Gm3183,PRAMEF19
Gm3183,PRAMEF17
Gm3183,PRAMEF20
Wnt4,WNT4
Gm26424,RNU6-1115P
Nat6,NAT6
Tcl1b4,TCL1B
Pum1,PUM1
Gm22602,RNU6-1115P
Gm25602,RNU7-48P
Gm23628,RNU2-20P
Chil5,CHIA
Actl6a,ACTL6A
Rps25,RPS25
Gm25215,SNORA29
Gm22591,RNU6-365P
Gm22738,RNU1-15P
Gm13078,PRAMEF12
Gm13078,PRAMEF1
Gm13078,PRAMEF11
Gm13078,PRAMEF2
Gm13078,PRAMEF6
Gm13078,PRAMEF7
Gm13078,PRAMEF10
Gm13078,PRAMEF4
Gm13078,PRAMEF27
Gm13078,PRAMEF25
Gm13078,PRAMEF26
Gm13078,PRAMEF9
Gm13078,PRAMEF13
Gm13078,PRAMEF18
Gm13078,PRAMEF5
Gm13078,PRAMEF14
Gm13078,PRAMEF15
Gm13078,PRAMEF8
Gm13078,PRAMEF33
Gm13078,PRAMEF19
Gm13078,PRAMEF17
Gm13078,PRAMEF20
Gm26071,RNU6-1084P
Trib1,TRIB1
Gm43720,GPC2
Gm27500,RN7SKP179
Scp2,SCP2
Ccdc13,CCDC13
A230050P20Rik,C19orf66
Ptrh2,PTRH2
Lrguk,LRGUK
Gbp3,GBP7
Gbp3,GBP4
Tm4sf4,TM4SF4
Nup37,NUP37
Gm24259,RNU6-958P
Msrb3,MSRB3
Gm24871,RNU5E-1
Gm24871,RNU5D-1
Gm26405,RNA5SP203
Gm25291,SNORA48
Gm25291,SNORA48B
Med22,MED22
Alx1,ALX1
Gm24805,RNU6-1247P
Gm22726,RN7SKP164
Gm22726,RN7SKP260
Gm20390,NME2
Gm20390,NME1-NME2
Hal,HAL
Prkab1,PRKAB1
Gm26409,RNU7-48P
Gm23446,SNORD116-9
Gm23446,SNORD116-7
Gm23446,SNORD116-1
Gm23446,SNORD116-8
Gm23446,SNORD116-4
Gm23446,SNORD116-2
Gm23446,SNORD116-6
Gm23446,SNORD116-5
Gm23446,SNORD116-3
Tm6sf1,TM6SF1
Gm24018,RNU6-1094P
Trim46,TRIM46
Atp11b,ATP11B
Slc9a1,SLC9A1
Rbp2,RBP2
Arid1a,ARID1A
Ddias,DDIAS
Gm25332,RNU6-114P
Gm25332,RNU6-521P
Abtb1,ABTB1
Myh9,MYH9
Ssr2,SSR2
Nom1,NOM1
Gm23883,RN7SKP60
Gm22597,RNU6-62P
Gm22597,RNU6-976P
Slc50a1,SLC50A1
Gm24191,RNU6ATAC23P
Fryl,FRYL
Armc8,ARMC8
Ropn1,ROPN1
Foxi2,FOXI2
Gm23939,SNORA32
1700029J07Rik,C4orf47
Atp1a1,ATP1A1
Hnrnpr,HNRNPR
Ccdc18,CCDC18
Podn,PODN
Chil3,CHIA
Rnu3a,SNORD3D
Faiml,FAIM
Pramef25,PRAMEF12
Pramef25,PRAMEF1
Pramef25,PRAMEF11
Pramef25,PRAMEF2
Pramef25,PRAMEF6
Pramef25,PRAMEF7
Pramef25,PRAMEF10
Pramef25,PRAMEF4
Pramef25,PRAMEF27
Pramef25,PRAMEF25
Pramef25,PRAMEF26
Pramef25,PRAMEF9
Pramef25,PRAMEF13
Pramef25,PRAMEF18
Pramef25,PRAMEF5
Pramef25,PRAMEF14
Pramef25,PRAMEF15
Pramef25,PRAMEF8
Pramef25,PRAMEF33
Pramef25,PRAMEF19
Pramef25,PRAMEF17
Pramef25,PRAMEF20
Ednra,EDNRA
Trav12-3,TRAV18
Cst3,CST3
Snord68,SNORD68
Gfi1,GFI1
C1ql2,C1QL2
Gm23474,SNORD113-4
Slc25a31,SLC25A31
Gm24962,RNU6-784P
Ltbp3,LTBP3
Plxna1,PLXNA1
Herc3,HERC3
Mlec,MLEC
Gprin3,GPRIN3
BC028528,C1orf54
Chadl,CHADL
Pole,POLE
Washc3,WASHC3
Tmtc3,TMTC3
Gm25982,RNU6-1296P
Mrps17,MRPS17
Clcn3,CLCN3
Siva1,SIVA1
Hivep2,HIVEP2
Gm22140,RNU6-650P
Rnu5g,RNU5A-1
n-R5s95,RNA5SP75
n-R5s95,RNA5SP318
Tedc1,TEDC1
Gm14288,ZNF69
Gm23278,SNORA48
Gm23278,SNORA48B
Gramd4,GRAMD4
Lrrc59,LRRC59
Neil3,NEIL3
Gm24564,SNORD113-3
Gm24044,SNORA6
Bpgm,BPGM
Rasa3,RASA3
n-R5s34,RNA5SP138
Six5,SIX5
Gm22070,RNU6-282P
Gm22070,RNU6-1117P
Gm22070,RNU6-1146P
Lenep,LENEP
Rasal1,RASAL1
Agbl4,AGBL4
Actb,ACTB
Gm24669,RNU6-556P
D2hgdh,D2HGDH
Trav7-1,TRAV12-2
Trav7-1,TRAV12-3
Slc2a9,SLC2A9
Gm26265,SNORA50A
Tmem169,TMEM169
Gm22325,RN7SKP172
Lnp1,LNP1
Unc119b,UNC119B
Slain1,SLAIN1
Snora47,SNORA47
Snord2,SNORD2
Cav3,CAV3
Gm25848,SNORA79
Fabp3,FABP3
Tekt4,MAFIP
Mrpl46,MRPL46
Npff,NPFF
Gm23186,RNU6-558P
Gm23186,RNU6-353P
Gm23186,RNU6-1060P
Gm23186,RNU6-554P
Llgl2,LLGL2
Schip1,SCHIP1
Snord107,SNORD107
Rab5b,RAB5B
Gm26255,RNU6-694P
Gm25884,RNU7-48P
Hgs,HGS
Stag3,STAG3
Wdr93,WDR93
Surf1,SURF1
Trav14-3,TRAV23DV6
Gns,GNS
Gm24708,RNU6-247P
Rab3c,RAB3C
Med8,MED8
Slc48a1,SLC48A1
Gm22331,SNORA68B
n-R5s101,RNA5SP207
Cib1,CIB1
n-R5s198,RNA5SP234
Gm22338,SNORA75B
Oog1,PRAMEF12
Oog1,PRAMEF1
Oog1,PRAMEF11
Oog1,PRAMEF2
Oog1,PRAMEF6
Oog1,PRAMEF7
Oog1,PRAMEF10
Oog1,PRAMEF4
Oog1,PRAMEF27
Oog1,PRAMEF25
Oog1,PRAMEF26
Oog1,PRAMEF9
Oog1,PRAMEF13
Oog1,PRAMEF18
Oog1,PRAMEF5
Oog1,PRAMEF14
Oog1,PRAMEF15
Oog1,PRAMEF8
Oog1,PRAMEF33
Oog1,PRAMEF19
Oog1,PRAMEF17
Oog1,PRAMEF20
Marcks,MARCKS
Map9,MAP9
Rsph3a,RSPH3
3110040N11Rik,C15orf40
Jak1,JAK1
Trappc4,TRAPPC4
Adamtsl4,ADAMTSL4
Zfp654,ZNF654
Hoxa2,HOXA2
Crybg2,CRYBG2
Cyp2d26,CYP2D6
Cyp2d26,CYP2D7
Thoc6,THOC6
Tmem94,TMEM94
Gm22711,SNORA50D
Gm22711,SNORA50C
Dbn1,DBN1
Naaladl2,NAALADL2
Gm24735,RNU6-400P
Ifnl2,IFNL3
Ifnl2,IFNL2
Gm3776,GSTA3
Gm6205,PRAMEF12
Gm6205,PRAMEF1
Gm6205,PRAMEF11
Gm6205,PRAMEF2
Gm6205,PRAMEF6
Gm6205,PRAMEF7
Gm6205,PRAMEF10
Gm6205,PRAMEF4
Gm6205,PRAMEF27
Gm6205,PRAMEF25
Gm6205,PRAMEF26
Gm6205,PRAMEF9
Gm6205,PRAMEF13
Gm6205,PRAMEF18
Gm6205,PRAMEF5
Gm6205,PRAMEF14
Gm6205,PRAMEF15
Gm6205,PRAMEF8
Gm6205,PRAMEF33
Gm6205,PRAMEF19
Gm6205,PRAMEF17
Gm6205,PRAMEF20
Gm22645,RNU6-97P
Kcnk10,KCNK10
Cmss1,CMSS1
Nelfe,NELFE
Atp4b,ATP4B
Adssl1,ADSSL1
Kcnh1,KCNH1
Snord72,SNORD72
Fam149a,FAM149A
Gm25580,RN7SKP173
Olfr780,OR6C68
Gm25493,RNU6-344P
Gm25493,RNU6-428P
Zfp326,ZNF326
Cdc16,CDC16
Ctif,CTIF
Gm27783,RNA5SP288
Dpyd,DPYD
Son,SON
D430019H16Rik,C14orf132
Gm24803,RNU6-4P
Epcam,EPCAM
Gm23864,RNU6-943P
Clstn1,CLSTN1
Upk3bl,UPK3BL1
Upk3bl,UPK3BL2
Gm23472,RNU2-1
Gm24945,SNORA25
Gm24945,SNORA25B
Ddx51,DDX51
Gm22349,RNU6-466P
Prr23a2,PRR23B
Prr23a2,PRR23C
Prr23a2,PRR23A
Cep44,CEP44
Sprr4,SPRR4
Gm22883,RNU6-670P
Gm22883,RNU6-219P
Gm10767,FAM103A1
Gm25985,RNU6-312P
Hist2h2aa1,HIST2H2AA4
Hist2h2aa1,HIST2H2AC
Ank2,ANK2
Arhgap29,ARHGAP29
Scrg1,SCRG1
n-R5s207,RNA5SP49
Hyi,HYI
Gm26440,SNORA65
n-R5s30,RNA5SP223
n-R5s30,RNA5SP291
Gm23390,RNU6-79P
Gm25805,RNU6-595P
Adpgk,ADPGK
Chad,CHAD
Ndufs8,NDUFS8
Rorc,RORC
Gm22157,RNU6-1194P
Snx27,SNX27
Pigyl,PIGY
Gnai1,GNAI1
Psmd14,PSMD14
Gm26064,RNU6-1147P
Gm23143,RNU5E-1
Gm23143,RNU5D-1
Gm26330,SNORD46
Rab42,RAB42
Gm23386,SCARNA21B
Gm23312,RNU6-1126P
Gm23312,RNU6-1229P
Gm23312,RNU6-973P
Gm24910,RN7SKP155
Palmd,PALMD
Ip6k3,IP6K3
Tescl,TESC
Gm24253,SNORD1C
H1fx,H1FX
Gm24249,RNU7-48P
Fbxo27,FBXO27
Gm25055,SNORD114-27
Gm5093,RPL11
Ppp1r2,PPP1R2B
Shisa8,SHISA8
Gm25413,RN7SKP169
Podxl2,PODXL2
Sema3c,SEMA3C
Kncn,KNCN
Gm23879,RNU6ATAC19P
Gm24509,RNA5SP498
Gm24509,RNA5SP303
Snora5c,SNORA5C
Gm22343,RN7SKP222
Atg101,ATG101
Rsad1,RSAD1
Tagap1,TAGAP
Gm25518,RNU6-878P
Cachd1,CACHD1
Gm23604,SNORA17A
Gm24931,RNA5SP196
Sycp1,SYCP1
Gm25854,SNORD114-15
Fam46c,FAM46C
Glrx5,GLRX5
Trav16d-dv11,TRAV19
Zfp42,ZFP42
Gm24465,RNU6-16P
Gm24928,RNU6-623P
Slc4a8,SLC4A8
Ltc4s,LTC4S
Fam103a1,FAM103A1
Gm22220,RNU1-76P
Gm22220,RNU1-115P
Lrriq1,LRRIQ1
Hsf1,HSF1
Gm24252,SNORA24
Copb2,COPB2
Gm24847,RNU6-933P
Gm25705,RNU6-535P
Gm25424,RNU7-48P
Nkain1,NKAIN1
Foxl2,FOXL2
Gm26176,RNU6-1300P
Gm14435,ZNF69
B230359F08Rik,TRAV22
Samd4b,SAMD4B
Gm7682,PRAMEF12
Gm7682,PRAMEF1
Gm7682,PRAMEF11
Gm7682,PRAMEF2
Gm7682,PRAMEF6
Gm7682,PRAMEF7
Gm7682,PRAMEF10
Gm7682,PRAMEF4
Gm7682,PRAMEF27
Gm7682,PRAMEF25
Gm7682,PRAMEF26
Gm7682,PRAMEF9
Gm7682,PRAMEF13
Gm7682,PRAMEF18
Gm7682,PRAMEF5
Gm7682,PRAMEF14
Gm7682,PRAMEF15
Gm7682,PRAMEF8
Gm7682,PRAMEF33
Gm7682,PRAMEF19
Gm7682,PRAMEF17
Gm7682,PRAMEF20
Nt5dc1,NT5DC1
Vangl1,VANGL1
Gm22378,RNU6-389P
Gm22378,RNU6-388P
Gm22378,RNU6-711P
Gm23543,RNU6-979P
Prr14l,PRR14L
n-R5s19,RNA5SP146
n-R5s192,RNA5SP34
n-R5s192,RNA5SP227
BC053393,HAVCR1
Gm23925,SNORA71C
Gm25404,RNU6-916P
Brca1,BRCA1
Eps15,EPS15
Htr1f,HTR1F
Brd1,BRD1
Epyc,EPYC
Gm26126,RNU1-57P
Hgf,HGF
Gm25664,RNU6-1297P
Snord22,SNORD22
Olfr809,OR6C76
n-R5s193,RNA5SP141
Ppp1r14a,PPP1R14A
Efcab7,EFCAB7
Snora52,SNORA52
Gm24808,RNA5SP353
Fbxo21,FBXO21
Gm26207,RNU6-899P
n-R5s114,RNA5SP207
Hao2,HAO2
Sema4b,SEMA4B
Lyz2,LYZ
Fga,FGA
Rnf32,RNF32
Zfp532,ZNF532
Gm26047,SNORA50D
Gm26047,SNORA50C
Scarb2,SCARB2
Gm22746,RNU6-199P
Polr2h,POLR2H
Gm24060,RNU6-638P
6720489N17Rik,ZNF69
Gm23031,RNU6ATAC18P
Gm24888,SNORA3C
Gm24888,SNORA3B
Gm17359,C4orf45
Sorbs2,SORBS2
Gm24512,RNU7-48P
Sergef,SERGEF
Cryzl1,CRYZL1
Napb,NAPB
Gcn1l1,GCN1
Gpc2,GPC2
Gm23306,RNU6-466P
Dcst1,DCST1
Trav5-4,TRAV13-1
Trav5-4,TRAV13-2
Gm25925,RN7SKP13
Snord11,SNORD11
G0s2,G0S2
Fbxo17,FBXO17
Gm13124,AADACL4
Gm23794,RNU6-101P
Skor1,SKOR1
Gm22285,SNORD116-9
Gm22285,SNORD116-7
Gm22285,SNORD116-1
Gm22285,SNORD116-8
Gm22285,SNORD116-4
Gm22285,SNORD116-2
Gm22285,SNORD116-6
Gm22285,SNORD116-5
Gm22285,SNORD116-3
Card9,CARD9
Hsbp1l1,HSBP1L1
Paxip1,PAXIP1
Gm14440,ZNF69
Gpn2,GPN2
Gm22496,SNORD115-48
Crem,CREM
Gm24525,RNU12-2P
Gm23986,RNU7-48P
Gm22390,RN7SKP288
Dnaaf3,DNAAF3
Cyp4a12b,CYP4A11
Cyp4a12b,CYP4A22
Mir1949,SNORA74D
Gm26397,SNORA14B
Elovl1,ELOVL1
Sema5b,SEMA5B
Eif3g,EIF3G
Gm25572,RNU2-40P
Wif1,WIF1
Gm26439,RNU6-935P
Gm25204,RNU6-832P
Adprhl1,ADPRHL1
Hhipl1,HHIPL1
Cenps,CENPS
Gm25551,RNA5SP445
Gm23118,RNU2-43P
Gm23502,RNU12-2P
March4,MARCH4
Tpra1,TPRA1
C1qc,C1QC
Zfp46,ZNF436
Gm24595,SNORA11D
Gm24595,SNORA11E
Snord118,SNORD118
Psph,PSPH
Arxes1,SPCS3
Trav8d-1,TRAV17
Nudt16l1,NUDT16L1
Ttc39a,TTC39A
Gm25445,RN7SKP139
Rad18,RAD18
Gm23856,RNU6-1137P
Tlr3,TLR3
Gm13696,CWC22
Eefsec,EEFSEC
Park2,PRKN
Mrps21,MRPS21
Nxt1,NXT1
Tnip3,TNIP3
1810046K07Rik,C11orf53
Wars2,WARS2
Pla2g3,PLA2G3
Gm27975,RNU6-987P
Adam30,ADAM30
Stab2,STAB2
Slc8b1,SLC8B1
Mdfic,MDFIC
Ccdc59,CCDC59
Gm24711,SNORD116-9
Gm24711,SNORD116-7
Gm24711,SNORD116-1
Gm24711,SNORD116-8
Gm24711,SNORD116-4
Gm24711,SNORD116-2
Gm24711,SNORD116-6
Gm24711,SNORD116-5
Gm24711,SNORD116-3
Epn3,EPN3
Lyz1,LYZ
Pa2g4,PA2G4
Rnft2,RNFT2
Hsd3b1,HSD3B2
Hsd3b1,HSD3B1
Gm25524,RNU6-386P
Gm22275,RN7SKP208
Slc37a4,SLC37A4
Slc35e3,SLC35E3
Gm37240,ARFIP1
Gm25970,SNORD127
Gm23752,RNA5SP487
Gm23054,RNU1-119P
Gm23054,RNU1-78P
n-R5s150,RNA5SP323
Dpagt1,DPAGT1
Plppr5,PLPPR5
Tbxas1,TBXAS1
Cd101,CD101
Gm23806,RNA5SP260
Gm22245,RNU6-114P
Gm22245,RNU6-521P
Gm24798,RNU6-787P
Gm26378,RNU6-80P
Tlr2,TLR2
Gm24858,RN7SKP276
Secisbp2,SECISBP2
n-R5s3,RNA5SP447
Gm25555,RNA5SP519
Gm25555,RNA5SP283
Gm25555,RNA5SP532
Gm25555,RNA5SP174
Gm25555,RNA5SP284
Gm25555,RNA5SP528
Gm25555,RNA5SP530
Vsx2,VSX2
Gm24223,RNU6-1258P
Acads,ACADS
Gm22540,RNU6-1275P
Gm22540,RNU6-112P
Fbxw7,FBXW7
Gm22975,RNU6-723P
Gm22975,RNU6-524P
Gm22975,RNU6-647P
Ackr2,ACKR2
Acad12,ACAD10
Rogdi,ROGDI
Chil4,CHIA
Tinagl1,TINAGL1
Gm23144,RNU6-39P
Gm7792,PRAMEF12
Gm7792,PRAMEF1
Gm7792,PRAMEF11
Gm7792,PRAMEF2
Gm7792,PRAMEF6
Gm7792,PRAMEF7
Gm7792,PRAMEF10
Gm7792,PRAMEF4
Gm7792,PRAMEF27
Gm7792,PRAMEF25
Gm7792,PRAMEF26
Gm7792,PRAMEF9
Gm7792,PRAMEF13
Gm7792,PRAMEF18
Gm7792,PRAMEF5
Gm7792,PRAMEF14
Gm7792,PRAMEF15
Gm7792,PRAMEF8
Gm7792,PRAMEF33
Gm7792,PRAMEF19
Gm7792,PRAMEF17
Gm7792,PRAMEF20
Rfc5,RFC5
Gm23875,RN7SKP224
AA792892,PRAMEF12
AA792892,PRAMEF1
AA792892,PRAMEF11
AA792892,PRAMEF2
AA792892,PRAMEF6
AA792892,PRAMEF7
AA792892,PRAMEF10
AA792892,PRAMEF4
AA792892,PRAMEF27
AA792892,PRAMEF25
AA792892,PRAMEF26
AA792892,PRAMEF9
AA792892,PRAMEF13
AA792892,PRAMEF18
AA792892,PRAMEF5
AA792892,PRAMEF14
AA792892,PRAMEF15
AA792892,PRAMEF8
AA792892,PRAMEF33
AA792892,PRAMEF19
AA792892,PRAMEF17
AA792892,PRAMEF20
1700007G11Rik,C4orf22
Gm26311,SNORA13
Trav8-1,TRAV17
Sass6,SASS6
Gm26381,RNA5SP448
Mmp1a,MMP1
Gm22315,SNORA48
Gm22315,SNORA48B
Dnajc8,DNAJC8
Gm25235,RNU6-697P
Gm22192,SNORD62A
Snord88a,SNORD88A
Cflar,CFLAR
Tbc1d22a,TBC1D22A
Pde1c,PDE1C
Serhl,SERHL2
Gm23265,SNORD116-9
Gm23265,SNORD116-7
Gm23265,SNORD116-1
Gm23265,SNORD116-8
Gm23265,SNORD116-4
Gm23265,SNORD116-2
Gm23265,SNORD116-6
Gm23265,SNORD116-5
Gm23265,SNORD116-3
Gm17455,C10orf105
Asb18,ASB18
Fbxl6,FBXL6
Kcna10,KCNA10
Nckap1l,NCKAP1L
1700017N19Rik,C12orf50
Msto1,MSTO1
Gm26441,RNU6-1008P
Appl2,APPL2
Gm25125,SNORA80D
Ceacam20,CEACAM20
Gm24498,RNU6-74P
Gm24498,RNU6-796P
Gm24498,RNU6-1286P
Gm24498,RNU6-827P
Gm24498,RNU6-664P
Gm24498,RNU6-1285P
Ntn1,NTN1
Hpf1,HPF1
Mbtd1,MBTD1
Gm26484,RNU6-1228P
Lrrc8c,LRRC8C
Tmem56,TMEM56
Tmem56,TMEM56-RWDD3
n-R5s131,RNA5SP207
Ppan,PPAN
Sctr,SCTR
Onecut1,ONECUT1
Snora20,SNORA20
n-R5s173,RNA5SP334
n-R5s173,RNA5SP333
Dym,DYM
Gm23676,RNU6-1208P
n-R5s125,RNA5S7
Snord7,SNORD7
S1pr2,S1PR2
Hipk1,HIPK1
Sfswap,SFSWAP
Scmh1,SCMH1
Gm24502,RNU6-246P
Pramef6,PRAMEF12
Pramef6,PRAMEF1
Pramef6,PRAMEF11
Pramef6,PRAMEF2
Pramef6,PRAMEF6
Pramef6,PRAMEF7
Pramef6,PRAMEF10
Pramef6,PRAMEF4
Pramef6,PRAMEF27
Pramef6,PRAMEF25
Pramef6,PRAMEF26
Pramef6,PRAMEF9
Pramef6,PRAMEF13
Pramef6,PRAMEF18
Pramef6,PRAMEF5
Pramef6,PRAMEF14
Pramef6,PRAMEF15
Pramef6,PRAMEF8
Pramef6,PRAMEF33
Pramef6,PRAMEF19
Pramef6,PRAMEF17
Pramef6,PRAMEF20
Cyp2j13,CYP2J2
Pou5f1,POU5F1B
Gm23301,SNORD58A
Gm22586,RNA5SP147
Gm23668,RNA5SP29
Pilra,PILRA
Pilra,PILRB
Celsr1,CELSR1
Aldh1a7,ALDH1A1
Paqr4,PAQR4
Gm26357,RNU6ATAC14P
Gm26357,RNU6ATAC12P
Gm26357,RNU6ATAC42P
Gm25698,RNU6-31P
Gm26418,SNORA10B
Dtx1,DTX1
Glce,GLCE
Gm23080,RNU6-466P
Sycp3,SYCP3
Trav12n-3,TRAV18
Dynlrb2,DYNLRB2
Sesn2,SESN2
Plscr4,PLSCR4
Rab13,RAB13
Eloa,ELOA
Gm23706,SNORD86
Cadm2,CADM2
Nploc4,NPLOC4
n-R5s142,RNA5S13
Hrnr,HRNR
Lysmd1,LYSMD1
Gm26279,RNU6-351P
Oog3,PRAMEF12
Oog3,PRAMEF1
Oog3,PRAMEF11
Oog3,PRAMEF2
Oog3,PRAMEF6
Oog3,PRAMEF7
Oog3,PRAMEF10
Oog3,PRAMEF4
Oog3,PRAMEF27
Oog3,PRAMEF25
Oog3,PRAMEF26
Oog3,PRAMEF9
Oog3,PRAMEF13
Oog3,PRAMEF18
Oog3,PRAMEF5
Oog3,PRAMEF14
Oog3,PRAMEF15
Oog3,PRAMEF8
Oog3,PRAMEF33
Oog3,PRAMEF19
Oog3,PRAMEF17
Oog3,PRAMEF20
P3h1,P3H1
Pus1,PUS1
Gm22509,RNU6-35P
Chn1,CHN1
Arhgef2,ARHGEF2
S100a13,S100A13
Apol10a,APOL3
Apol10a,APOL4
Apol10a,APOL2
Apol10a,APOL1
Actr8,ACTR8
Tti2,TTI2
Bcas2,BCAS2
Gm7982,PRAMEF12
Gm7982,PRAMEF1
Gm7982,PRAMEF11
Gm7982,PRAMEF2
Gm7982,PRAMEF6
Gm7982,PRAMEF7
Gm7982,PRAMEF10
Gm7982,PRAMEF4
Gm7982,PRAMEF27
Gm7982,PRAMEF25
Gm7982,PRAMEF26
Gm7982,PRAMEF9
Gm7982,PRAMEF13
Gm7982,PRAMEF18
Gm7982,PRAMEF5
Gm7982,PRAMEF14
Gm7982,PRAMEF15
Gm7982,PRAMEF8
Gm7982,PRAMEF33
Gm7982,PRAMEF19
Gm7982,PRAMEF17
Gm7982,PRAMEF20
Raver2,RAVER2
Gm22886,RNU6-1099P
Dohh,DOHH
Pkdrej,PKDREJ
Snx10,SNX10
Gm25913,SCARNA17
Setdb1,SETDB1
Gm23240,RNU1-45P
Kif7,KIF7
Fam151a,FAM151A
Mrps12,MRPS12
Slc25a10,SLC25A10
Limk2,LIMK2
Gm24947,RNU6-270P
Gm23819,RNU6-1056P
Gm25894,SNORD26
Phkg1,PHKG1
Pnrc1,PNRC1
Gm22828,RNU6-222P
Gm22503,RNU6-94P
Gpr171,GPR171
Gm26206,RNU6-504P
Gm26206,RNU6-604P
Gm26206,RNU6-380P
Gm26206,RNU6-1018P
Gm26206,RNU6-914P
Wipf1,WIPF1
Hsd3b2,HSD3B2
Hsd3b2,HSD3B1
Gzf1,GZF1
Mmp8,MMP8
Lrat,LRAT
Prkacb,PRKACB
Gm25702,RNU7-48P
Zfp935,ZNF69
BC031181,C18orf32
Apol9a,APOL3
Apol9a,APOL4
Apol9a,APOL2
Apol9a,APOL1
Gm24451,SNORA51
n-R5s46,RNA5SP438
Tcl1,TCL1A
Rimkla,RIMKLA
Rdh5,RDH5
Guca2b,GUCA2B
Dok3,DOK3
Polr3h,POLR3H
Lyzl4,LYZL4
Apol9b,APOL3
Apol9b,APOL4
Apol9b,APOL2
Apol9b,APOL1
Gm24202,RNU6-272P
Gm24202,RNU6-161P
Gm26083,SCARNA16
Map2k5,MAP2K5
Acvrl1,ACVRL1
Rab35,RAB35
Snx13,SNX13
n-R5s194,RNA5SP218
Gm26435,RNU6-254P
Tars2,TARS2
Wdr3,WDR3
Gm24224,RN7SKP276
Gm24134,SNORD36A
Gm22160,RN7SKP147
Gm22812,SNORD116-9
Gm22812,SNORD116-7
Gm22812,SNORD116-1
Gm22812,SNORD116-8
Gm22812,SNORD116-4
Gm22812,SNORD116-2
Gm22812,SNORD116-6
Gm22812,SNORD116-5
Gm22812,SNORD116-3
Gm22363,RNU6-6P
Gm25777,SNORA77B
Gm25777,SNORA77
Gtf2h3,GTF2H3
Tubd1,TUBD1
Gm12169,HAVCR1
Gm23444,RNU2-1
Gm28001,RNA5SP332
Mnx1,MNX1
Tnfaip8l2,TNFAIP8L2
Rce1,RCE1
Fam19a5,FAM19A5
Smc4,SMC4
Smdt1,SMDT1
Hipk2,HIPK2
Cnga1,CNGA1
Snord37,SNORD37
Rasa2,RASA2
Igsf9b,IGSF9B
Trabd2b,TRABD2B
Ttc29,TTC29
Pld4,PLD4
Cops3,COPS3
Psmd4,PSMD4
Muc20,MUC20
Gm23226,RNU6ATAC6P
Gm23226,RNU6ATAC4P
Gm23226,RNU6ATAC20P
Gm23970,RNU6-222P
Gm26079,SNORA49
